Angle (degree),rho (mOhm cm),Delta rho (mOhm cm),rho/rho(theta=0)
102.17153892398979,4.171522266885458,-0.10107033457378911,0.976344495251134
102.17153892398979,4.171529557564094,-0.10106304389515319,0.9763462016339596
102.17153892398979,4.17153470414219,-0.10105789731705705,0.9763474061902035
102.17153892398979,4.17150639833106,-0.10108620312818761,0.9763407812170851
102.17153892398979,4.171486669658887,-0.10110593180035998,0.9763361637227409
102.17153892398979,4.171464796886176,-0.10112780457307124,0.9763310444018153
102.17153892398979,4.1714660833465,-0.1011265181127472,0.9763313454977643
102.00899952332385,4.171563438773429,-0.10102916268581819,0.9763541315286384
101.83639131022728,4.171576304850269,-0.10101629660897782,0.9763571428330243
101.66881750334603,4.17156515405386,-0.1010274474053876,0.9763545329899034
101.5012436964648,4.171618763935369,-0.10097383752387845,0.9763670803789268
101.33366988958356,4.171689528094794,-0.10090307336445292,0.9763836427254986
101.16537688181441,4.171780450483304,-0.1008121509759432,0.9764049231041798
100.99780307493317,4.171771443787432,-0.10082115767181499,0.97640281508764
100.83022926805192,4.171617476738241,-0.100975124721006,0.9763667791105289
100.83022926805192,4.171377735352245,-0.10121486610700181,0.9763106676558787
100.66265546117069,4.171235776739677,-0.10135682471956997,0.9762774422525207
100.49508165428945,4.171135419571994,-0.10145718188725361,0.9762539536644327
100.3275078474082,4.171119122934292,-0.10147347852495514,0.9762501394375166
100.15993404052696,4.170961724587434,-0.10163087687181349,0.9762133003654262
99.9923602336457,4.170783311844883,-0.10180928961436386,0.9761715428754915
99.82406722587656,4.170776878806463,-0.10181572265278405,0.9761700372232985
99.65577421810741,4.170860080959426,-0.10173252049982118,0.9761895106813891
99.48891961211407,4.170905970605387,-0.10168663085386065,0.9762002511498216
99.31631139901752,4.170820195531778,-0.10177240592746895,0.9761801754998335
99.31631139901752,4.170616479455656,-0.10197612200359085,0.9761324957664435
99.14873759213629,4.170414478659965,-0.10217812279928218,0.9760852174943184
98.98116378525502,4.170294392820107,-0.10229820863913996,0.9760571114118858
98.81358997837378,4.170286673321365,-0.10230592813788242,0.9760553046637441
98.64601617149255,4.170190176271454,-0.10240242518779308,0.9760327195359514
98.4784423646113,4.170084243705567,-0.10250835775368028,0.9760079260263032
98.31086855773006,4.169970590904129,-0.10262201055511788,0.9759813255960634
98.14329475084882,4.169742857954758,-0.10284974350448906,0.9759280247151666
97.97500174307967,4.169465803324956,-0.1031267981342916,0.9758631800984091
97.97500174307967,4.169396325625853,-0.10319627583339397,0.9758469188477861
97.80742793619844,4.169483387159784,-0.1031092142994634,0.9758672955937227
97.63985412931719,4.169388605390306,-0.10320399606894082,0.9758451119271955
97.47228032243595,4.169187033414722,-0.10340556804452561,0.9757979340203864
97.30470651555471,4.168900115185638,-0.1036924862736095,0.975730780828906
97.13641350778556,4.168780458902693,-0.10381214255655458,0.9757027752842387
96.9688397009043,4.168580602207542,-0.10401199925170523,0.9756559988386955
96.79695068869566,4.168528708343268,-0.10406389311597941,0.975643853083386
96.62865768092651,4.1685407167798925,-0.10405188467935478,0.9756466636571394
96.62865768092651,4.168479387399641,-0.10411321405960638,0.9756323095199744
96.46108387404527,4.168391467488689,-0.10420113397055797,0.975611731870956
96.2891948618366,4.168282104361939,-0.10431049709730811,0.9755861354387774
96.12162105495537,4.168244791854938,-0.10434780960430956,0.9755774024491193
95.95332804718622,4.16828639329982,-0.10430620815942682,0.9755871392643889
95.78575424030498,4.168208766545064,-0.10438383491418346,0.9755689707278591
95.61818043342375,4.1681624473421905,-0.1044301541170567,0.9755581297216612
95.4506066265425,4.168165878639857,-0.10442672281939025,0.9755589328166405
95.28303281966126,4.168171025217953,-0.10442157624129411,0.9755601373728845
95.28303281966126,4.167997330233393,-0.10459527122585399,0.975519484073878
95.11545901278,4.167797044718133,-0.10479555674111385,0.9754726072630182
94.94716600501086,4.167705694246321,-0.1048869072129266,0.9754512266914698
94.7795921981296,4.167627638671455,-0.10496496278779244,0.9754329577896234
94.61201839124837,4.1675530143942545,-0.10503958706499272,0.9754154919827559
94.44444458436713,4.167516988347576,-0.10507561311167102,0.9754070600890467
94.27687077748588,4.167526423863555,-0.10506617759569181,0.9754092684709027
94.10929697060465,4.167541862861042,-0.10505073859820513,0.9754128819671862
93.9410039628355,4.1675512983770195,-0.1050413030822277,0.9754150903490418
93.9410039628355,4.167558160235547,-0.10503444122370009,0.975416696366551
93.77414935684216,4.167673957137523,-0.10491864432172449,0.9754437986233719
93.60585634907302,4.167712984924956,-0.10487961653429156,0.9754529330742951
93.43396733686436,4.167650369084382,-0.10494223237486544,0.9754382778411815
93.26639352998312,4.167603192241294,-0.10498940921795352,0.9754272361043513
93.09810052221397,4.1676375030075405,-0.1049550984517067,0.9754352665367954
92.93124591622063,4.167530712801436,-0.10506188865781141,0.9754102722965141
92.76295290845148,4.167417060000001,-0.10517554145924635,0.9753836718662751
92.59537910157024,4.167317131652424,-0.10527546980682345,0.975360283643503
92.59537910157024,4.167242507375225,-0.10535009408402196,0.975342817836636
92.42780529468901,4.167164022980251,-0.10542857847899612,0.9753244485694732
92.26023148780776,4.167137003629444,-0.10545559782980352,0.9753181246923035
92.09265768092651,4.167070098850988,-0.10552250260825957,0.9753024656335781
91.92436467315736,4.166944867169839,-0.10564773428940821,0.9752731551673507
91.75679086627612,4.166742866374148,-0.10584973508509954,0.9752258768952257
91.58777865761907,4.166660093041292,-0.10593250841795498,0.9752065038024512
91.42164325251363,4.16675701891131,-0.1058355825479369,0.9752291892955602
91.2540694456324,4.166803337377379,-0.10578926408186806,0.975240030129309
91.08146123253583,4.166685825931778,-0.10590677552746897,0.9752125265836724
91.08146123253583,4.166527569944704,-0.10606503151454305,0.9751754867809493
90.91388742565458,4.166564453631597,-0.10602814782764991,0.9751841194052909
90.74631361877334,4.166698692008619,-0.1058939094506286,0.9752155378880585
90.5787398118921,4.16659919248115,-0.10599340897809739,0.9751922500306028
90.41044680412296,4.166511702127111,-0.10608089933213627,0.9751717729193498
90.24359219812962,4.166561451154039,-0.10603115030520804,0.9751834166756281
90.07529919036047,4.166419493278277,-0.10617310818097003,0.9751501914447195
89.90844458436713,4.166485969236625,-0.10610663222262229,0.9751657501381286
89.740151576598,4.166683252274328,-0.10590934918491968,0.9752119242193258
89.740151576598,4.16681234407325,-0.10578025738599717,0.9752421381458487
89.57257776971674,4.166932000356194,-0.10566060110305298,0.9752701436905157
89.40500396283551,4.1671430078477565,-0.10544959361149076,0.9753195299791804
89.23743015595424,4.167190613510952,-0.10540198794829525,0.9753306720813267
89.069856349073,4.167202193127469,-0.10539040833177804,0.975333382289764
88.90228254219177,4.167269526726033,-0.10532307473321456,0.9753491417138056
88.73470873531052,4.167281535162658,-0.10531106629658904,0.9753519522875592
88.56641572754138,4.16724979805386,-0.10534280340538693,0.9753445242194614
88.39884192066013,4.167363450855296,-0.1052291506039511,0.9753711246497007
88.39884192066013,4.1673814635102335,-0.10521113794901371,0.9753753405103308
88.22623370756357,4.167055946313824,-0.1055366551454231,0.9752991532332433
88.05937910157023,4.167157589941833,-0.10543501151741452,0.9753229429172806
87.88605168758578,4.167343293363016,-0.1052493080962309,0.9753664067900403
87.71919708159244,4.167538003480072,-0.10505459797917549,0.9754119786793397
87.5509040738233,4.167735715337882,-0.10485688612136546,0.9754582531258531
87.38333026694205,4.167877244393537,-0.10471535706571,0.9754913779914458
87.2157564600608,4.167967308405027,-0.10462529305422041,0.9755124574670454
87.04818265317955,4.168059088433752,-0.10453351302549496,0.9755339385763593
87.04818265317955,4.1681006891418315,-0.10449191231741572,0.9755436752191801
86.88060884629832,4.168261518049552,-0.10433108340969532,0.9755813172138007
86.71303503941708,4.168561731912388,-0.10403086954685925,0.9756515822474324
86.54042682632051,4.168690823711311,-0.10390177774793585,0.9756817961739555
86.37285301943926,4.168644933328547,-0.10394766813069989,0.9756710555330742
86.20527921255803,4.168673239876481,-0.10391936158276582,0.9756776806786415
86.03770540567679,4.168725133740756,-0.10386746771849165,0.9756898264339509
85.87013159879554,4.168786463121005,-0.10380613833824182,0.9757041805711155
85.7018385910264,4.168871809374506,-0.10372079208474094,0.9757241558557873
85.7018385910264,4.168876955952604,-0.10371564550664303,0.9757253604120317
85.53354558325725,4.168976026659964,-0.10361657479928343,0.9757485479041708
85.36597177637601,4.16909997188079,-0.10349262957845706,0.9757775572744496
85.19839796949476,4.169158298783484,-0.10343430267576359,0.9757912086819518
85.03154336350143,4.169243645773788,-0.10334895568545921,0.9758111841390724
84.86396955662019,4.169316125213645,-0.10327647624560221,0.9758281479469094
84.69567654885104,4.169436639873609,-0.10315596158563789,0.9758563543946581
84.52378753664239,4.169434924593177,-0.10315767686607025,0.9758559529333927
84.35549452887324,4.1694872472775595,-0.10310535418168776,0.9758681990540186
84.35549452887324,4.169608619577738,-0.10298398188150948,0.9758966062323994
84.1886399228799,4.16968067093429,-0.10291193052495728,0.9759134698473688
84.02106611599866,4.16976001296948,-0.1028325884897674,0.9759320398451642
83.85277310822951,4.169955151906644,-0.10263744955260368,0.97597771209978
83.68448010046036,4.1702013263310596,-0.10239127512818769,0.9760353292066233
83.51762549446703,4.170319696890485,-0.10227290456876226,0.9760630338277906
83.35005168758578,4.170272520047398,-0.10232008141184945,0.9760519920909606
83.18247788070452,4.170224915121006,-0.10236768633824145,0.976040850161263
83.01418487293539,4.170293106359785,-0.10229949509946223,0.9760568103159372
83.01418487293539,4.170417480400718,-0.10217512105852933,0.9760859200515319
82.84661106605414,4.170604899839138,-0.10198770162010895,0.9761297855580061
82.6790372591729,4.170785027862118,-0.10180757359712889,0.9761719445092055
82.51146345229166,4.170920552699462,-0.1016720487597853,0.9762036640879216
82.34388964541041,4.170981453259606,-0.10161114819964112,0.9762179178597704
82.17631583852918,4.1710938188639135,-0.10149878259533374,0.9762442170216116
82.00802283076003,4.1712173352646325,-0.10137526619461479,0.9762731260265742
81.84044902387879,4.171337849924596,-0.10125475153465135,0.9763013324743227
81.67287521699754,4.171587884466787,-0.10100471699246061,0.9763598530414616
81.50458220922839,4.171825053668941,-0.10076754779030583,0.9764153624766635
81.50458220922839,4.1719961749960515,-0.10059642646319578,0.9764554134113235
81.33772760323505,4.172059219656733,-0.10053338180251448,0.9764701690097534
81.17015379635382,4.171986739480072,-0.10060586197917498,0.9764532050294675
81.00257998947257,4.172057933196409,-0.10053466826283852,0.9764698679138043
80.83500618259133,4.172214473166248,-0.10037812829299941,0.9765065060828134
80.66743237571008,4.172343136145063,-0.10024946531418433,0.97653661964402
80.49985856882884,4.172514258208977,-0.10007834325026987,0.9765766707511291
80.32725035573229,4.172692670951526,-0.09989993050772128,0.9766184282410634
80.15967654885104,4.172871941334291,-0.09972066012495606,0.9766603864616304
80.15967654885104,4.1730319118649915,-0.09956068959425579,0.9766978275531695
79.99066434019399,4.173114256377738,-0.09947834508150954,0.9767171002806273
79.82380973420065,4.173272082807899,-0.09932051865134817,0.9767540395455849
79.65695512820731,4.173467221745064,-0.09912537971418356,0.976799711800201
79.48866212043816,4.173575298411491,-0.09901730304775658,0.9768250071364308
79.32108831355693,4.173712110445961,-0.09888049101328633,0.9768570279835445
79.15351450667568,4.173849350563735,-0.09874325089551217,0.9768891490235255
78.98594069979444,4.17402476156553,-0.09856783989371731,0.976930203956246
78.81836689291319,4.1741800143382415,-0.09841258712100576,0.9769665408568572
78.81836689291319,4.1744347673752245,-0.09815783408402279,0.9770261657873727
